Load (N),Strain (%)
-0.796560198,22.11973813
1.232512295,22.13976937
1.082383096,22.15968671
3.214087337,22.17960809
0.917818397,22.20074414
-0.151060522,22.22177597
1.481734216,22.2414382
2.333894372,22.26101082
1.316238195,22.28172143
0.82468614,22.30042236
1.103803515,22.3221295
1.110881567,22.3426939
2.111587673,22.36058942
1.366529614,22.38261978
-0.33704564,22.40290121
2.247840166,22.42107787
1.66092068,22.44226401
1.4542602,22.46403894
0.899191946,22.48291219
1.280196011,22.50359057
0.669248402,22.52437174
2.030935138,22.54347597
1.599639654,22.56387059
1.371279359,22.58482288
2.601090819,22.60475189
1.694541425,22.62354045
3.301352262,22.64646599
1.672748476,22.66554331
1.87382102,22.68538183
0.856723636,22.70656106
1.439731568,22.7242753
3.329198807,22.74641344
1.46413222,22.7672751
1.881550997,22.785771
1.275073737,22.80648851
1.350510865,22.82727492
2.058129758,22.8471059
2.133939415,22.86651342
2.604071051,22.88984686
3.11397016,22.90776088
2.275872976,22.92835623
1.01774931,22.94833905
2.698693424,22.96846769
1.061521471,22.98764661
2.677552402,23.00968451
3.735069185,23.02946636
1.702550799,23.04870901
1.619849354,23.06848713
0.721681863,23.08906669
3.956910223,23.10978372
1.162663102,23.1304086
2.421438694,23.14927908
2.17994675,23.16990816
2.684816718,23.19233182
2.293847501,23.21024568
1.276936382,23.23066395
0.991392881,23.25185786
1.225434244,23.27031376
3.190897405,23.29209489
1.855101436,23.31451195
2.009700984,23.3306291
2.431124449,23.35305585
3.288127482,23.3728631
3.132689744,23.39276147
2.871826291,23.41191817
3.380980343,23.43396448
1.622736454,23.45293187
3.826804459,23.47251195
1.218076795,23.49353179
2.71210447,23.51276683
2.20220536,23.53451303
3.219116479,23.55364663
2.226606011,23.57380654
2.079643309,23.59562869
2.56607309,23.61512749
2.137571573,23.6328703
3.382191062,23.65561431
4.146434367,23.67557499
2.893991768,23.69478757
2.933107316,23.71646622
1.934543252,23.7364392
1.273304224,23.7567592
3.4914352,23.77565444
2.935342491,23.79812223
2.252776176,23.81597211
1.655425876,23.83616615
3.355368972,23.85837279
3.219209611,23.87965688
2.731569111,23.89785331
2.859439701,23.91772016
3.329478204,23.94030185
3.005098552,23.95736712
2.35280022,23.97964545
1.86599791,23.99929069
3.466382623,24.01840413
4.157237709,24.03960241
2.809707075,24.05992471
3.781542182,24.07926556
3.255810589,24.09879603
3.296788782,24.12178975
1.585762948,24.14170725
2.649333328,24.16062408
2.050865442,24.18117419
3.35695222,24.19955468
1.97449699,24.22253682
3.575067967,24.24014834
4.284083843,24.26074774
1.194793731,24.28283445
3.654602915,24.30385668
4.014745355,24.32269588
3.442075104,24.34226366
1.821760088,24.36311364
1.812726259,24.38293748
3.999564797,24.40258979
4.389602691,24.42428153
3.66307795,24.44413434
2.400856465,24.46374157
4.223268479,24.48474816
3.562215716,24.5040944
4.158075899,24.5238164
2.995785326,24.54530019
3.482308239,24.56398905
3.092642874,24.58559412
3.889854997,24.60400121
4.366319627,24.62468928
2.386048436,24.64671177
3.187637776,24.66506679
3.357790411,24.68546085
3.27443704,24.70643212
3.940798342,24.72722861
1.778826118,24.74615996
4.497915506,24.76687731
2.702604979,24.78703
3.461167216,24.80734738
4.477053881,24.82824341
4.323385656,24.84875224
4.221592098,24.86837859
3.338512033,24.88781191
2.994481474,24.90950564
3.797188401,24.92798623
3.907922655,24.94935326
3.187078983,24.97023222
2.690497786,24.98866153
4.574190825,25.01110908
3.508105874,25.02943473
2.679973841,25.0485238
3.878120333,25.0702592
4.819966853,25.09166417
4.236027598,25.10986758
2.929661423,25.13042666
2.674385905,25.1509282
3.682076931,25.16911851
3.869086504,25.19177886
2.11391598,25.21267885
4.010368139,25.23069876
3.762729466,25.25088787
4.346761853,25.27355838
3.65478918,25.2912569
3.413669765,25.31267885
3.089290112,25.33451482
3.501866013,25.35354135
3.483518958,25.37154783
2.201087773,25.39324426
3.566965461,25.41379033
3.662519157,25.43236807
4.457589239,25.45432191
3.910530359,25.47542922
3.110896796,25.49423985
3.031734377,25.51472011
2.913922071,25.53396841
5.618948489,25.55547204
2.487841994,25.57510641
3.610365093,25.59563025
3.475416452,25.61705569
2.781301737,25.63687778
2.643838525,25.65641198
4.184618592,25.67532159
3.656931221,25.69744013
3.158859909,25.71700426
5.422066897,25.73690453
3.441888839,25.75882376
3.626011312,25.77867522
3.648269922,25.79700571
4.958827049,25.81788618
4.779454321,25.83806164
5.780719221,25.85681782
3.895442933,25.87944872
4.139449447,25.89994255
4.648044705,25.91713403
4.734378308,25.93924511
5.441345274,25.96014851
4.334654659,25.97868482
4.402641207,25.99968617
4.602596164,26.02128775
4.645809531,26.03970738
3.970600665,26.060538
3.249943256,26.08036914
3.510061651,26.10038387
3.61725688,26.12046472
3.344472498,26.14150377
3.387127072,26.16029091
4.507880658,26.18150903
4.323013127,26.20223305
4.89121303,26.22083349
4.887394607,26.24315634
4.318729043,26.26402942
4.576519132,26.28186835
4.651583731,26.30202223
5.078408867,26.32428777
3.470107913,26.34206074
4.466995597,26.36338189
4.590209574,26.38524191
4.396494478,26.40391879
4.622153938,26.42251638
2.367608249,26.44431464
3.174692392,26.46426103
4.353746772,26.4836503
4.676356912,26.50556778
5.977693945,26.52609035
3.571715206,26.54448411
4.641152918,26.56498643
4.829559475,26.58483281
4.557147622,26.6061842
3.753323108,26.62607884
4.975218326,26.64517648
4.65856865,26.66707151
5.220621824,26.68657983
4.651397467,26.70608816
4.078540951,26.72682368
3.947224468,26.74928242
3.727711737,26.76512621
4.961714149,26.78734714
2.717692405,26.80807997
4.610884935,26.82721579
5.318131298,26.84794354
5.22416085,26.86882242
5.553476512,26.88903995
3.955420107,26.90820974
4.549697042,26.92904512
4.428252578,26.9495465
5.102157593,26.96987849
4.469510168,26.98912797
5.552358925,27.00867733
3.727059811,27.03077452
5.194637924,27.04971628
5.521345884,27.06981181
4.071928561,27.09237326
4.278682172,27.11174387
4.63379547,27.12961606
5.924887955,27.15077481
5.501881242,27.1719111
4.404783249,27.19112645
4.241149873,27.21127477
4.778895527,27.23311947
4.534516484,27.25454047
4.54057008,27.27219867
5.176477134,27.29433546
5.365349352,27.31444806
4.820339382,27.33191092
6.476696581,27.35369172
3.87923792,27.37487325
3.909505904,27.39480718
4.703830928,27.41458935
4.324410111,27.43585422
4.872493446,27.45501727
4.931166768,27.4748365
5.280971527,27.49616932
5.313009024,27.51453101
5.275104195,27.53601805
4.789885134,27.55610588
3.33795324,27.5756154
5.287397653,27.59694861
5.800370127,27.61675626
4.867557436,27.63557792
4.481337965,27.65708131
5.236081779,27.67920223
3.678165376,27.69639617
6.357952952,27.71744332
5.837343633,27.73959321
3.956072032,27.75770138
4.65894118,27.77831046
6.064493209,27.7996559
5.924981087,27.81841652
5.16474247,27.83705514
6.639119238,27.85994512
4.947837442,27.88031688
5.068257451,27.89887811
5.502346903,27.91907
4.502665251,27.93921935
5.181692541,27.96035604
6.279721856,27.98069009
6.423518062,27.99956636
4.518404603,28.02127692
5.502905697,28.04167312
4.582945257,28.06032413
5.213916302,28.08109466
6.103981286,28.10330742
4.265364259,28.11897213
4.949420691,28.14196554
5.448888987,28.16458596
5.082320422,28.18166036
4.819594324,28.20324955
5.762092769,28.22349749
5.753431469,28.24170543
5.65527007,28.26237706
6.860587746,28.28460394
5.727540702,28.30340171
5.004741251,28.32337199
4.418287426,28.34439001
5.228631198,28.36311142
6.132386625,28.3846291
5.09461388,28.40399876
4.83347103,28.42369282
5.230121315,28.44451423
7.002893835,28.46720324
5.313009024,28.48346587
5.036778748,28.5053786
5.203206092,28.52643623
5.175732076,28.54456654
6.21965155,28.56596563
5.488842726,28.58823197
5.654618144,28.60661707
5.201436579,28.62740387
6.999820471,28.6475483
6.344541907,28.66749025
5.803443491,28.6862896
6.379187107,28.70829543
4.041288048,28.72782932
6.350502372,28.74854707
5.961675197,28.76783719
5.900673568,28.78712351
5.390867591,28.80963042
5.439203233,28.82834747
5.975086242,28.84759005
5.886889994,28.87011578
5.17135486,28.89104435
4.043336958,28.90888701
6.327033043,28.9293679
5.707796663,28.95027964
5.425047129,28.97097588
5.857180804,28.99075757
6.82650134,29.01141951
4.453677684,29.0336037
5.857925862,29.05037425
5.602277815,29.07187066
6.301235408,29.09403936
6.182212383,29.11284817
5.445908755,29.13172467
6.123725325,29.15345246
6.689224392,29.17310556
5.557201803,29.19154146
7.116049528,29.21330274
6.214808673,29.2331161
5.523860455,29.25544705
5.86733222,29.27371364
5.599763244,29.2938037
6.454158574,29.31496705
6.301980466,29.33422432
7.576216012,29.35457337
5.4304488,29.37635346
6.288662553,29.39606086
6.135366857,29.41399734
7.230602205,29.43527324
6.193201989,29.45757847
4.957895726,29.47422425
8.485559374,29.49571979
6.193295121,29.51655612
6.364751607,29.53520728
4.576612264,29.55627967
6.848946214,29.57759019
5.696248263,29.5969508
5.949288607,29.61701204
5.734711885,29.63720076
6.244052202,29.6569857
6.477255374,29.67899217
5.832221359,29.69850113
6.251968443,29.71746106
7.095001638,29.74011093
5.149561912,29.75855223
6.878841668,29.77782005
7.150694728,29.79890784
6.998330355,29.81947462
6.295740604,29.83931139
6.878282875,29.86032068
6.43003732,29.8809985
5.929451436,29.89786066
5.336198956,29.92064118
6.054528058,29.9417454
5.018431693,29.96003803
5.881953984,29.98019262
7.169973105,30.00183888
7.27577135,30.02107781
6.111711264,30.04077783
6.442889571,30.0617075
7.004011422,30.08213522
6.810110062,30.10264048
5.916971713,30.12186155
7.178075612,30.14302427
6.981659681,30.16353056
6.782449782,30.18402765
5.90281561,30.20187888
7.369555533,30.22414022
6.165262312,30.24444538
6.128568202,30.26202738
6.299000233,30.28477432
6.05173409,30.30424812
6.796233356,30.32344728
6.791390479,30.34469168
6.315577775,30.36600084
7.149297744,30.38385366
5.769450217,30.40440742
7.297564298,30.42672765
6.308313459,30.44502195
7.236935198,30.46465275
5.588401109,30.48690535
6.487034261,30.50622469
6.463006139,30.52550616
6.831437349,30.54702876
7.661618292,30.56554626
5.459599197,30.58696139
6.575416774,30.6082619
6.468780339,30.62655763
7.40904361,30.64764224
6.035808474,30.66837912
6.023887545,30.68973916
6.968807429,30.70908596
6.448011845,30.72980466
6.899610162,30.74909153
5.513429642,30.76876901
6.58845529,30.7903155
7.680524141,30.80958467
7.374584675,30.82947153
6.424728781,30.85023031
6.242003292,30.87069787
7.139611989,30.88953676
6.513111293,30.9110765
6.66603446,30.93217985
6.645731628,30.94943752
7.401593029,30.97113197
6.353482604,30.99302834
7.108226418,31.01256738
6.888248026,31.03172757
7.221475244,31.05280687
6.47585839,31.07240235
6.739236414,31.09250161
6.51339069,31.11323627
8.060317487,31.1331952
6.894301623,31.1539901
6.388127804,31.17264404
7.100123912,31.19271338
6.88880682,31.21473977
6.762333214,31.23352873
6.450992078,31.25383278
7.451977581,31.27487905
7.150322199,31.29572078
7.240474224,31.31449585
6.87437132,31.33465941
7.03074038,31.35630726
6.416998804,31.37333523
7.761456072,31.3962614
6.096530706,31.41725378
7.159728557,31.43603202
6.562937051,31.45574561
8.420739323,31.47674394
7.746461779,31.49634641
5.134847015,31.51607349
7.073767483,31.53729494
6.764288992,31.55740619
6.413273513,31.57786304
6.582029164,31.59782086
6.680004299,31.61715393
6.643775851,31.63754068
8.417014033,31.65812675
5.933176726,31.67911675
8.147861809,31.69889233
6.282795221,31.71933369
6.560143083,31.73750465
7.791351527,31.76044193
6.756745279,31.77954862
7.372163236,31.79714038
6.379932165,31.82011291
7.522571832,31.84111458
7.463619113,31.85894295
7.07982108,31.88015663
7.931701839,31.90176059
6.47585839,31.92086085
7.328111678,31.94040735
7.13551417,31.96141648
6.779376417,31.98205128
6.777048111,32.00062482
8.193030953,32.02230498
7.552281022,32.04234273
7.354840636,32.06266972
6.984546781,32.08161115
6.32898882,32.10151055
9.533856064,32.12329469
6.402749568,32.14293684
8.623022586,32.16202337
7.97053799,32.18510742
7.710419595,32.20420697
7.827579975,32.22232934
7.480569184,32.24393259
7.076840848,32.26556933
7.229205221,32.28331475
6.960891187,32.30398607
7.482245564,32.32690153
7.384456694,32.34546212
7.740780711,32.36448722
7.309112698,32.38629414
8.674524724,32.40709324
6.307754666,32.42565805
8.718762547,32.44611235
7.585156709,32.46923387
6.844382733,32.48674395
7.781852037,32.50648024
8.548609912,32.52843503
7.885787636,32.54898966
6.587896496,32.567203
7.464829832,32.58977493
8.500739932,32.60857476
8.035358042,32.62885738
6.574951112,32.6491473
6.838422269,32.66833313
8.021108806,32.68981572
7.790978998,32.70962908
8.801277727,32.72865481
6.879866123,32.75005954
7.603317499,32.77147277
8.450355381,32.78923407
7.328763604,32.8105645
7.160007954,32.83196582
7.131323218,32.85010939
8.33645463,32.87113971
7.573422045,32.8924634
7.600523531,32.91110917
8.352380246,32.93224688
7.900781929,32.95283025
7.538124919,32.97300627
7.64708966,32.99257087
7.950421423,33.01369454
7.525738329,33.03225545
8.155871183,33.05269166
7.511023432,33.07465392
7.677078247,33.09231544
7.443502545,33.11494627
8.182320744,33.13381261
9.224936366,33.15383211
7.026921958,33.17411584
7.644481957,33.19554494
7.958523929,33.21473695
8.331052959,33.23410209
9.199697524,33.25456655
7.259659469,33.27461891
8.05016607,33.29536634
7.725600153,33.31542179
7.749255747,33.33579982
7.526762784,33.35548816
8.323416114,33.37602915
7.711071521,33.39645615
7.744971663,33.41672233
8.228886873,33.43684494
7.998663932,33.45592758
9.304936975,33.47777839
6.991252303,33.49737061
8.072890341,33.51610171
8.58316198,33.53879325
8.882489055,33.55914032
7.867161185,33.57789467
6.686523557,33.59857551
8.695106953,33.62035933
7.39749521,33.63864426
8.858088404,33.65876377
7.366295904,33.68040559
8.157081902,33.69911398
8.269492537,33.72002635
6.844941527,33.73951198
9.068194777,33.76004899
6.710365415,33.78058108
7.701665163,33.80026403
8.166208863,33.82121903
8.087605238,33.84287045
8.828006685,33.86135549
7.507298142,33.87990958
7.662456483,33.90244007
8.78777355,33.92191387
9.50852409,33.94019126
8.127745241,33.963056
7.484853268,33.98387741
8.889473975,34.00214234
9.160209447,34.02273062
8.961092681,34.04428069
7.802806795,34.06389355
7.708463818,34.08274466
7.801316679,34.10438767
8.410867304,34.12531084
8.810870349,34.1437111
7.655192167,34.16436559
8.481740952,34.18614083
7.84387812,34.20486383
9.104982018,34.22456853
7.778313011,34.24545796
8.217897266,34.26688182
8.693523705,34.28477766
9.521096945,34.30622819
9.442307055,34.32695816
7.714517415,34.34577625
7.757358253,34.36536895
8.346233517,34.38649412
8.527282625,34.40904462
6.972253323,34.42740075
7.966067642,34.44582316
8.739903569,34.46830825
9.160768241,34.48865802
9.401887655,34.50711011
8.926261216,34.52813528
8.800718933,34.55012039
8.232705295,34.56797718
7.203966379,34.58799088
8.644349873,34.61098674
8.543208241,34.62920333
8.761417121,34.64832209
7.877219468,34.6694448
8.528865874,34.69009794
8.226651698,34.70930901
7.840432227,34.73049506
8.852221072,34.75072323
8.502881974,34.77082948
9.358488023,34.79131847
8.723512292,34.81057621
7.764901966,34.83182188
9.176041931,34.85141585
8.819345385,34.8705246
8.826330304,34.89215706
7.846578956,34.91399914
9.063538164,34.93058309
8.156057447,34.95137187
7.994193584,34.9747762
7.245969027,34.99189806
8.543301374,35.01190414
8.962024003,35.03570343
8.256919682,35.05448183
9.254459292,35.07177554
8.188001812,35.09421316
9.663123637,35.11452975
8.528772742,35.13395045
9.363889694,35.1540867
8.797179908,35.17456283
9.16570425,35.19694569
9.359791875,35.21552597
7.975287735,35.23394441
8.532963693,35.25589698
7.780082524,35.27561287
7.825903594,35.29487395
8.895527571,35.31671738
9.219534695,35.33792447
9.570736438,35.35557179
9.419582784,35.37659012
8.15577805,35.39699379
7.305294275,35.41668253
9.920168668,35.43623824
8.264556527,35.45721705
9.013619274,35.47729131
8.199177682,35.49756869
9.406916797,35.51885666
8.883886039,35.53741718
8.587166667,35.55916664
9.286683053,35.57880593
8.489284664,35.59934278
8.723139763,35.61821516
9.75606963,35.6398469
10.40417701,35.658917
8.090864867,35.67912326
9.170360863,35.69982657
8.356198668,35.71976176
9.33278352,35.74109776
7.265526801,35.76117718
9.111035615,35.78173086
8.844397962,35.80113385
8.371472359,35.82241294
8.010584861,35.84371702
9.815488011,35.8609989
8.58521089,35.88275391
8.844211698,35.90305359
9.141955525,35.92169515
8.607003838,35.94264118
7.965881377,35.96430197
8.861906826,35.98292861
7.341429591,36.00323671
8.611846715,36.02370975
8.017849177,36.0439091
8.238200098,36.06321597
8.581764996,36.08444299
9.582005441,36.10508985
9.07741487,36.12598572
9.770970792,36.14379575
9.923614562,36.16404353
8.862279356,36.1868662
9.651388973,36.20593304
8.381810039,36.22388024
8.483696729,36.24684475
9.898096323,36.26770616
9.901914746,36.28530189
9.97884199,36.30667749
8.426979184,36.32805388
9.16570425,36.34743537
8.904654533,36.36563823
9.700283408,36.388205
10.39737836,36.40756719
9.546242654,36.42832883
9.13720578,36.44828356
9.830016643,36.4679931
8.750148118,36.48860933
8.997041732,36.50840006
9.292457253,36.52895303
9.972695261,36.55002566
9.735673666,36.56952184
9.446032345,36.58812974
8.937716484,36.60958496
9.007100016,36.62959008
8.866097778,36.64793566
8.73003155,36.67022604
8.602533489,36.69208218
9.980145842,36.70879709
9.31750983,36.72986257
10.34168527,36.75201191
10.13446599,36.77202228
8.676853031,36.78979231
9.709969163,36.81121077
8.59675929,36.83308532
8.543487638,36.8513031
9.489431977,36.87291301
9.282119572,36.89259763
8.616689593,36.912835
10.67770645,36.93147299
10.46033576,36.95218066
9.286683053,36.9745066
9.639747441,36.99445919
8.93753022,37.01230534
10.19826159,37.0345454
10.38154587,37.05504678
10.91593876,37.07235826
9.518302977,37.09511378
10.88753343,37.11619459
10.75388864,37.13564767
9.064283222,37.15344985
8.795969188,37.17716119
8.917506784,37.19587482
9.511783719,37.21472331
8.833222091,37.23540169
9.964033961,37.25634882
8.73208046,37.27578365
10.61689109,37.29548295
10.07020473,37.31711826
9.497627616,37.33705036
10.21027565,37.35804909
9.090360254,37.3765046
9.759422392,37.39781257
9.708013386,37.41864954
9.224470705,37.43853227
9.408034384,37.45842175
9.233132005,37.47956558
10.41749492,37.49970691
9.133387357,37.5184892
8.943583816,37.5403601
9.857304394,37.56040793
10.04394144,37.57880081
10.81740484,37.60018205
9.157974273,37.62153661
9.620562196,37.64098176
10.58578491,37.65972912
9.367708117,37.68186425
9.343214333,37.69991082
9.502563626,37.72194721
9.003374726,37.74298936
11.25223935,37.76221273
11.49252057,37.78168939
9.798072278,37.80175714
10.12217253,37.82160257
9.917467833,37.84307778
10.48948616,37.8627951
10.41740179,37.88225802
10.83370298,37.90475994
10.02019271,37.9241365
8.430238813,37.94265194
11.12520695,37.96430892
10.76078042,37.98431635
10.48017293,38.00286766
9.714160115,38.02399228
10.44301316,38.04560362
10.75426117,38.06441846
9.241513908,38.08456733
10.70536673,38.10690169
8.726399392,38.12654082
10.47477126,38.14349735
11.36362553,38.16543905
10.01805067,38.18643341
9.247288108,38.2063521
10.49572602,38.22762007
10.8926557,38.24636085
11.15230843,38.26578186
10.03528014,38.28759846
9.642448276,38.30744008
10.79356298,38.32770357
9.755790234,38.34854458
9.582564235,38.36664116
9.649060667,38.38821274
9.914394468,38.40969732
10.19220799,38.42776373
10.36804169,38.44868841
10.55076718,38.46916748
9.42600891,38.48800192
8.247606456,38.50847599
10.14117151,38.53077764
10.40017232,38.54997077
9.824894369,38.56980969
9.473226964,38.5895074
9.029079229,38.60996869
9.858701378,38.63021266
9.790249169,38.65145546
10.93903556,38.67003868
9.977631271,38.69111147
9.127426893,38.71146521
9.754486382,38.73082249
9.829830378,38.75187067
10.7223168,38.77219948
10.08827239,38.79038004
10.31737775,38.81213306
8.835271001,38.83380306
10.73246822,38.8525382
9.715370834,38.87176324
10.62480733,38.89431588
10.29446721,38.91279052
10.47272235,38.93336817
10.21083444,38.95373659
9.952764958,38.97440687
10.87915152,38.99439613
10.84860414,39.01422084
10.18531621,39.0343097
9.620841593,39.05492014
10.38629562,39.07558478
10.18112525,39.0950204
10.29223204,39.11597032
9.712856263,39.13605029
11.55231148,39.15716007
10.96790656,39.17598951
10.90718433,39.19552077
10.5721876,39.21666865
10.48417762,39.23732615
9.901542217,39.25601716
10.64315438,39.27666323
10.63412055,39.29678607
10.23421064,39.31831193
8.768029511,39.33945861
8.833128959,39.35695433
10.79468057,39.37937156
10.37241891,39.39986317
9.582284838,39.41745389
10.09190455,39.4397619
10.02913341,39.4615693
11.34742051,39.47872966
10.65190881,39.49788524
10.83398238,39.5209377
11.24497503,39.54102149
10.83165407,39.5590013
11.08935103,39.58087069
10.96380875,39.60103472
9.340047836,39.62093
10.26485115,39.64185102
10.18056646,39.66084548
11.54094934,39.68195843
9.46065411,39.70196594
10.19462943,39.72046717
11.12380996,39.74346105
10.03332436,39.7640541
11.33624464,39.78178277
10.38629562,39.80186164
10.75267792,39.82414798
10.27407125,39.84223257
11.6375275,39.86182757
9.777862579,39.88507862
9.363424033,39.90376971
11.80376858,39.92412607
10.60459763,39.94485025
10.6273219,39.96473607
9.967386723,39.98433544
10.74392349,40.00547371
9.627640247,40.02421401
9.81586054,40.04467261
11.21079549,40.06559276
9.351316839,40.0846569
10.43872908,40.10714493
9.992998093,40.12639966
11.81513071,40.1451417
10.53046435,40.16666264
10.66364348,40.18752588
10.85689291,40.20593424
10.64846292,40.22760408
10.04105434,40.24786233
11.23426482,40.26626212
9.475555271,40.28670094
11.32199541,40.30815679
10.51351428,40.32730555
11.05796546,40.34763762
10.17786562,40.36807526
10.32240689,40.38839923
11.66854054,40.4092716
10.34308225,40.42879167
12.38016412,40.44986454
11.08022407,40.47047902
10.18801704,40.48996972
10.51602885,40.50896442
10.88324934,40.53040987
10.73507592,40.55042238
10.39961353,40.5708585
10.25954261,40.59210663
11.00702211,40.61053277
9.345728904,40.62989274
10.9792687,40.65203279
10.99575311,40.67173598
10.38378105,40.68922321
11.30392775,40.71310655
10.55169851,40.73337496
10.89507714,40.75120048
10.83733514,40.77159073
10.77083871,40.79412392
11.8849799,40.81416183
11.76409423,40.83052678
11.23929396,40.85307839
11.01596281,40.87508453
11.21638343,40.89472819
10.59053466,40.91347707
11.420995,40.93574221
11.07817516,40.95538777
12.22239807,40.97505532
10.84161922,40.99570068
10.55439934,41.01552293
11.07547432,41.03606629
10.83398238,41.05529887
11.80917025,41.07575659
10.45754179,41.09744921
11.60223037,41.11640168
10.67556441,41.13544852
11.97569072,41.15748928
11.55817881,41.17854048
10.8378008,41.19665428
11.88870519,41.21767857
11.15296036,41.23926499
11.07538119,41.25702168
13.053976,41.27795469
10.95272601,41.29916305
10.80874354,41.31856676
11.16199419,41.33928729
12.21830025,41.35987796
11.53815538,41.3789071
10.94890758,41.40099707
11.2162903,41.42024878
11.36958599,41.43895114
12.18095422,41.46070368
10.56781039,41.48060174
11.09587029,41.4997216
10.56687906,41.52214415
11.62467524,41.54164589
11.50425524,41.56029753
11.17866486,41.58117331
11.11924648,41.60193217
10.21325588,41.62153019
11.85964793,41.64090151
11.91059127,41.66308189
12.20908016,41.6817548
11.43906265,41.70174786
12.44721934,41.72343921
12.15813681,41.74413323
11.28399745,41.7619766
10.20366326,41.78364041
10.40445641,41.80400478
11.32041216,41.82441916
11.26937568,41.84564475
11.11309975,41.86360956
10.80268994,41.88423992
11.81643456,41.90298784
11.18555665,41.92297352
11.29442826,41.94540345
12.08772883,41.96599864
9.794626385,41.98409982
12.04628497,42.00646109
10.58643684,42.0260518
11.63128763,42.04398432
10.37530601,42.0655347
11.43189147,42.08650478
11.44362614,42.10555424
11.51440665,42.12739537
10.91510057,42.14884431
10.61353832,42.1656917
12.42849976,42.18670345
11.45759597,42.20755573
11.72302291,42.22694405
10.47449186,42.24807343
11.85070723,42.26947387
11.7813237,42.28782532
12.90729269,42.30890581
11.27971336,42.32930296
11.55873761,42.34761671
12.00055704,42.3697189
11.29582524,42.38963108
11.26648858,42.40866721
12.00521365,42.42982699
10.93447208,42.4504733
11.32553443,42.46977652
12.53103837,42.49049205
11.59003004,42.51016674
12.05150038,42.53296417
11.57522202,42.55059585
12.523029,42.5717573
11.75468788,42.59197944
11.46299765,42.61259416
12.07161695,42.63253007
11.48721203,42.65317122
11.47333533,42.67146584
12.04153523,42.69306662
11.95203513,42.71484735
12.59464771,42.73348771
11.8968077,42.75384026
12.17648387,42.7737699
11.80544496,42.79201507
11.37647778,42.81460025
11.93778589,42.83490756
13.00303265,42.85325773
12.4361366,42.87517236
11.49242744,42.89633397
11.67962328,42.91459557
12.56698743,42.93454259
13.38040456,42.95701983
13.1891109,42.97602897
11.55212522,42.99628238
12.05969602,43.01730619
12.53914088,43.03519171
11.24190167,43.05576047
12.34123483,43.07733562
11.74733043,43.09728106
11.38336957,43.11827177
11.43040136,43.13696723
12.53308728,43.15709531
11.56413928,43.17753556
11.59980893,43.19737424
12.90375367,43.21787212
12.39534467,43.23896722
11.45778224,43.25940795
11.25922427,43.27756461
11.31724566,43.29914317
11.23249531,43.32078547
12.2836791,43.33904913
12.57918775,43.3598857
12.05727458,43.38015697
11.10322773,43.3996599
12.37438992,43.41971471
11.98584214,43.44096768
11.65550202,43.45965035
10.94080508,43.48082109
12.11455092,43.50094036
12.85541803,43.52158175
11.8996948,43.54211773
13.2324174,43.56208579
12.44312152,43.58180977
11.1727044,43.6027246
12.25853339,43.62324122
13.08154315,43.64152409
11.60502434,43.6635319
11.97382808,43.68393938
12.82626763,43.70253403
12.06509769,43.7240171
11.0196881,43.74452998
11.41717657,43.76306335
12.15552911,43.78410534
11.99319959,43.80579614
11.5131028,43.82327749
11.35189086,43.84351518
12.15012744,43.86522876
12.44544983,43.88447586
12.58831471,43.90437058
11.85974106,43.92608042
12.58552074,43.94472254
11.91338524,43.96624847
12.42998987,43.98599722
11.99338585,44.00519773
12.80102879,44.0262683
10.83603129,44.04829334
12.49890774,44.06569349
13.32145184,44.08730324
12.29569316,44.10850311
12.10914925,44.12618067
11.99636608,44.1482519
12.45364547,44.16857151
12.39217818,44.18603833
13.41989264,44.20847152
11.93396747,44.22902694
13.21816817,44.24921407
12.00493425,44.26888575
12.4650076,44.28981662
12.31217757,44.3094698
12.68368214,44.32685257
11.88758761,44.35019355
11.38271764,44.37240075
11.58416271,44.38920679
12.50663772,44.41030045
12.5374645,44.43143126
12.51976937,44.45048445
13.08210194,44.4704918
12.09555194,44.49221363
12.3844482,44.51159782
11.43738627,44.5320453
12.35455275,44.55259183
13.54059204,44.5715724
12.396276,44.59443341
11.54551283,44.61332833
12.17648387,44.63110884
12.3757869,44.65389285
11.68213785,44.67519733
12.35520467,44.69128829
12.43511215,44.71365352
12.58738339,44.73581469
13.31791282,44.7529098
12.49276102,44.77304717
12.70845532,44.79522675
11.60586253,44.81530657
12.25369051,44.83292126
12.61709258,44.85518609
12.36936077,44.87576946
12.45997846,44.89564211
12.97350973,44.91544523
12.55320385,44.93638197
12.98552379,44.95608865
12.44135201,44.9776199
12.36023381,44.99532271
13.16182315,45.01748379
12.79693097,45.03784086
12.81704754,45.05616461
12.2253783,45.07742885
12.9613094,45.09859943
13.23344186,45.11838889
12.50607893,45.13719619
12.19548285,45.15869632
12.04852015,45.17816401
12.0524317,45.1985976
14.22185451,45.21801837
13.69910315,45.23825289
12.80168071,45.26087165
12.37196848,45.27946971
13.32778484,45.29835558
13.42631876,45.32000899
13.15670088,45.3410613
11.67841256,45.35768644
13.63046467,45.38040021
12.45411113,45.40298643
13.3507885,45.42105363
12.22193241,45.44016953
13.38170841,45.46186668
11.90155745,45.48104616
13.08014616,45.50135092
12.24884763,45.52210804
13.63512129,45.54233922
13.32284883,45.56235753
13.87298107,45.58306511
13.49719241,45.60156967
12.43250445,45.62334524
13.50287348,45.64461456
12.74691895,45.66195415
