Load (N),Strain (%)
19.23954114,69.26526091
19.7712332,69.28703496
20.02976835,69.30853423
20.77147365,69.32769815
20.80500126,69.34842201
20.10622993,69.37003518
20.5940567,69.38762844
20.83219588,69.40871274
21.55648544,69.42702529
19.58571374,69.44865497
21.38894051,69.46974506
20.63149586,69.49000744
20.30115575,69.50998765
20.93566582,69.53093844
19.83754337,69.54953102
20.85231245,69.56912356
21.41101286,69.58943753
20.47233284,69.61149472
20.6512399,69.63067872
21.24188468,69.65135972
20.82176507,69.67086646
21.64738253,69.6915269
20.77622339,69.71140352
20.39792016,69.73275197
20.98334953,69.75163903
21.81483433,69.77225121
21.16551623,69.791635
20.79177648,69.81255365
20.12401819,69.8342669
21.45087346,69.85494734
21.7769295,69.8711195
20.4554759,69.89396717
21.98293805,69.9128994
20.20653337,69.93290548
21.560397,69.95412939
20.14636993,69.97549332
20.99834383,69.99468685
20.844955,70.0151968
21.10702917,70.03330298
21.94615081,70.05565575
21.38996497,70.07551618
21.10218629,70.09701323
21.4244239,70.11487255
20.07326111,70.13723176
21.81427553,70.15640425
19.44154501,70.17754395
20.27312294,70.19675057
21.09576017,70.21707645
21.25585452,70.23741662
20.71335912,70.25727705
20.29119059,70.27813695
20.87559551,70.29931594
20.86712047,70.31740014
20.44904977,70.33958647
20.17626539,70.35763129
21.89436927,70.3783211
21.0493803,70.39792372
21.73511311,70.42054772
22.30294049,70.43870232
21.07359469,70.45936061
20.58818936,70.47925644
21.1651437,70.50094811
21.77190036,70.52123803
20.62227577,70.54120172
21.48086205,70.55991583
22.4545598,70.58087146
21.22558653,70.59951318
21.35587856,70.61979953
21.02833241,70.64220882
20.98269761,70.66350401
21.79360017,70.68262388
21.18637785,70.70389701
20.70991322,70.72163085
21.69329673,70.7425541
20.05835995,70.76229761
21.89036459,70.78247386
19.95433122,70.80264464
20.62954009,70.8236283
21.05534077,70.84293565
21.44072205,70.8636526
22.57600427,70.88486612
22.56035805,70.90429983
22.02158794,70.9227555
20.81450075,70.94509938
20.22786066,70.96474121
20.42558044,70.98519203
21.01063728,71.00574539
19.63619143,71.02744801
20.8010897,71.04610354
21.07005566,71.06605493
21.16570249,71.08390759
22.88287506,71.10551155
20.42232081,71.12520069
21.20370045,71.14652787
20.74399963,71.16681898
20.44411376,71.18814831
21.40067518,71.20735866
21.85823396,71.22699685
22.3598443,71.24809273
22.43285999,71.2692637
21.27233893,71.28582027
21.39424905,71.30806858
21.49492502,71.32778273
20.97226679,71.34850976
20.8853744,71.36978979
20.83731815,71.39080686
21.61385491,71.41063808
20.59163526,71.42921765
20.73133364,71.447536
22.19453454,71.46838749
22.36161381,71.49005892
21.95965499,71.50965678
21.40169963,71.52960872
21.26218751,71.55177298
21.55797556,71.57076855
21.4420259,71.59038618
22.21027389,71.61050243
21.60547301,71.63334192
21.00933343,71.65068794
20.91443166,71.67168429
22.38322049,71.69173958
20.8100304,71.71330854
22.84357324,71.73385095
21.59588039,71.75332133
22.20822498,71.77164801
22.20729366,71.79433916
21.87956125,71.81097105
21.38959244,71.83178516
21.0092403,71.85398601
21.52845263,71.87537502
21.61748707,71.89413874
20.85231245,71.91478894
21.95192501,71.93703789
21.64514735,71.95834587
22.08808437,71.97429077
21.94186673,71.9949951
21.35979012,72.01538186
21.07359469,72.03539691
20.094309,72.05650431
22.47914672,72.07764837
21.68780193,72.09708455
21.87285572,72.11705149
22.25181088,72.13440465
22.25497738,72.15599321
21.93730325,72.17758789
22.59807661,72.19684928
20.25477588,72.21759227
20.51452175,72.23939688
22.07849175,72.25830998
21.28742635,72.27815716
23.06830138,72.29915668
22.20794559,72.32032353
20.99834383,72.33851702
21.41082659,72.35824982
21.61227167,72.37875127
20.5680728,72.39959697
22.41795883,72.42050609
20.8100304,72.44122645
22.88054675,72.45993318
22.58419991,72.48034256
22.33227715,72.49733592
21.79853618,72.51970401
20.61594278,72.54146235
22.22685143,72.56142636
20.77808604,72.58257694
22.01376483,72.60273835
23.09782431,72.62263894
21.46856859,72.64297387
23.69610593,72.66146224
22.42503688,72.68207482
21.72403038,72.70250793
21.88561484,72.72182774
22.33721316,72.74187462
21.94838598,72.76328879
21.34833485,72.78517842
21.93944529,72.8065256
22.89665863,72.82280753
21.17650583,72.84518245
21.66535705,72.86351556
21.19420096,72.8833444
21.89325169,72.90492066
21.19671553,72.92618728
21.41436562,72.9454493
21.79387957,72.96601386
22.31402323,72.98386184
21.531526,73.00488105
22.34987915,73.02597471
22.37586305,73.04713441
22.17395231,73.06635342
21.65837213,73.08790023
20.17123625,73.10577194
22.5417316,73.12661089
22.56734297,73.14757224
21.88412473,73.16756149
21.66526392,73.18786078
22.30983227,73.20824524
21.21180296,73.22700649
22.24612981,73.2480888
22.33507112,73.26891887
22.06973732,73.28884256
21.31108195,73.30827008
22.82941714,73.32880622
21.52109519,73.34917432
22.19509333,73.36958331
22.45260403,73.39056989
21.98349684,73.41168181
22.57507294,73.42958456
22.41022885,73.45027413
21.76566049,73.46945384
21.64272591,73.49006356
23.58844504,73.5114594
22.55132422,73.53227693
22.13986591,73.55068497
20.40956169,73.571138
22.00454473,73.59165755
21.54009417,73.61317761
21.38605341,73.63258188
20.65133303,73.65326581
21.10721543,73.67290122
21.37217671,73.6931043
22.58466557,73.71342454
22.18494192,73.73469474
21.41008154,73.75359783
21.15536481,73.77495827
22.47942612,73.79271441
22.37893641,73.81383808
22.47858793,73.83550356
21.66200429,73.85553313
20.88174224,73.87483056
22.97079191,73.89685115
22.09609374,73.91397111
22.98532054,73.93538957
23.03393558,73.95676732
22.16892317,73.97737283
22.69111574,73.99616155
22.91714773,74.01625891
23.22308719,74.03514653
21.79704607,74.05668088
23.54905009,74.07720551
21.00169659,74.09875216
22.37753943,74.11655831
21.36453986,74.13885734
21.34814858,74.15785799
22.04123884,74.17909548
22.07076177,74.19970734
22.66429365,74.22116335
21.45580947,74.23832165
23.59934151,74.25804587
22.37167209,74.27683475
22.11863175,74.29804985
21.45376056,74.31853797
20.54246143,74.3401074
21.92975953,74.3603216
22.91873097,74.38127057
22.86881208,74.39967535
22.92590216,74.42014918
22.50215039,74.44068239
22.83900976,74.4623608
21.78680152,74.48120167
22.11295068,74.50210777
22.40678295,74.52170809
22.40780741,74.54205032
22.84878865,74.56162008
22.32734114,74.58269017
22.51341939,74.60151841
21.300558,74.62210051
23.84716645,74.64111402
22.76077867,74.66261908
22.13157713,74.68389141
21.68873325,74.70476037
23.17624167,74.72387928
22.81107008,74.74443947
21.64561301,74.76301531
23.25586975,74.7841112
22.52506092,74.80406545
22.74364233,74.8250972
22.87738025,74.84397974
23.67654815,74.86471026
21.99774608,74.88450981
21.35997638,74.9051393
22.53111452,74.92609588
22.48929814,74.9476827
22.91006967,74.96585277
21.84966579,74.98663505
23.45954999,75.00512096
23.06150272,75.02647973
22.3278068,75.0467795
22.84422517,75.06794364
22.12980762,75.08707486
21.63844183,75.10848753
21.48495987,75.12604992
23.59487116,75.148273
22.52934501,75.16857689
24.73127097,75.1892178
21.64794132,75.2084653
22.59984612,75.22846233
22.7112323,75.2493732
23.09149131,75.2701227
22.59295434,75.28984279
22.95328304,75.31013541
23.32739532,75.3290043
23.18862826,75.34977412
22.63868228,75.37031819
24.03669059,75.39167347
21.4244239,75.41060356
22.68962562,75.43142052
22.81274647,75.45076446
22.46787772,75.4720618
22.93279395,75.49284551
23.52464944,75.51257386
23.54830503,75.53182073
23.59813079,75.55306957
21.16896212,75.572163
21.79797739,75.59206558
23.9238143,75.61230033
22.48808742,75.63403883
23.65941182,75.65388712
21.84482291,75.67399678
21.14297822,75.69356154
23.48748967,75.71380217
24.27743748,75.7347428
22.9652971,75.75534514
23.40897918,75.77410274
23.32692966,75.79581163
24.17135984,75.81394202
22.05558121,75.83458238
22.07420766,75.85651281
24.51324835,75.87623893
24.0248628,75.89536293
23.38495106,75.91609584
22.19015732,75.93451309
23.36530015,75.95582995
23.61908555,75.97607606
24.06490967,75.99752532
23.61917868,76.01566618
21.94875851,76.03744167
22.24864438,76.05675783
23.60260114,76.07879041
22.82224596,76.09850685
23.41242507,76.12028385
22.64920622,76.13863323
23.49279821,76.15906785
22.98103645,76.17792547
24.00744706,76.19724877
23.32394943,76.2192935
23.62141386,76.23940713
22.6075761,76.25913834
24.30714667,76.2803009
22.85735682,76.29817229
21.92156389,76.31932501
23.23975787,76.34068918
23.30448478,76.36094552
22.48901874,76.38104384
23.91999587,76.40106269
22.5616619,76.42090701
22.22228795,76.44140997
24.1775997,76.46166751
23.7736851,76.48289865
22.74233848,76.50145893
23.16934988,76.52235011
24.16884527,76.54195733
23.09214324,76.56238965
23.13675359,76.58286063
23.05032685,76.60348717
23.87436107,76.62182949
23.23295921,76.64302372
23.78188074,76.66269365
23.20241183,76.68366571
23.03048968,76.70528349
22.79775217,76.72654749
25.04661679,76.74461898
22.82820642,76.76530292
24.4137831,76.78335703
22.40380272,76.80484708
22.33730629,76.82509073
23.73075113,76.84584888
22.61903137,76.86552222
24.70463514,76.8856045
23.65885302,76.90555407
22.76292071,76.92599845
22.80166373,76.94602684
22.55840227,76.96664806
22.83416688,76.98570364
23.1876038,77.00716385
22.54610881,77.02822331
23.33838493,77.04907424
22.7834098,77.06854225
22.81097695,77.08883812
23.48795533,77.108514
23.43757078,77.12945654
23.24208617,77.14872269
23.36902544,77.1693867
24.22556281,77.18815804
24.39832315,77.20889222
24.75325018,77.22802066
22.77968451,77.24872904
24.1599977,77.26999526
23.47975969,77.29175527
24.95022491,77.31085903
23.28641713,77.33180593
23.14010635,77.35038661
23.19477499,77.37188762
24.11799505,77.39168622
23.88749272,77.41311793
23.13265577,77.43192364
24.05615523,77.45299976
22.90224656,77.47079519
23.00152555,77.49255695
23.95343035,77.51224101
23.86774868,77.53289692
24.1741538,77.55213307
23.24571833,77.57257627
22.93968573,77.59261521
23.81429076,77.6119728
24.95776862,77.63393982
24.10626039,77.65568077
22.94089645,77.67534467
24.00940284,77.69668979
24.38994125,77.71370006
22.44748175,77.73476038
23.77210185,77.75555687
23.78672361,77.77577313
24.23804253,77.79463948
23.35989848,77.81548526
23.25698733,77.83374804
23.81531522,77.85495831
23.96274358,77.87652655
22.85027876,77.89672622
23.09670672,77.9169401
23.91394228,77.93781541
24.70873296,77.95595175
24.30453897,77.97731521
24.48353916,77.99862239
23.66164699,78.01893834
23.48599955,78.0370127
23.0262056,78.05806413
22.77968451,78.07803434
23.6148946,78.09933064
23.72534946,78.11941824
24.52712506,78.14098576
24.40074459,78.15801047
24.1345726,78.17788773
25.15939996,78.19747662
24.38416705,78.21883325
25.33514053,78.24024981
23.07016402,78.26188559
23.69293943,78.28145075
22.57777378,78.3025133
23.52418378,78.31981598
24.62724224,78.34037323
23.87277782,78.36038368
25.9257853,78.38227735
23.12269062,78.4002944
22.31476828,78.4225324
24.15506169,78.44185895
24.15673807,78.46265211
22.78406173,78.483138
24.49145541,78.50254441
25.34473315,78.52262574
24.1080299,78.54260412
24.33452755,78.56184646
23.75394106,78.58356535
24.39003438,78.60454265
23.18378538,78.62520238
24.21103418,78.64432875
24.3043527,78.66513318
24.56121147,78.68576004
24.26914871,78.70598845
24.50458705,78.72393295
23.98043871,78.74473816
23.2860446,78.76551854
23.29871058,78.78502996
23.04837108,78.80706031
23.43840897,78.82825431
23.6434862,78.84614277
25.65821633,78.86717888
24.54603091,78.88466428
24.0736641,78.90672012
22.99388871,78.92705052
23.4592706,78.94880259
23.85089174,78.96823781
24.67287704,78.98948784
24.19129014,79.00766379
23.62364903,79.02763685
23.67878333,79.04929669
24.98058602,79.06849109
23.87752756,79.08797846
22.86108211,79.10844332
23.44474196,79.12908186
23.65140244,79.14943345
24.77401868,79.17092152
24.15319905,79.19285624
24.54277128,79.20984364
25.3232196,79.23102239
24.14137125,79.24864328
24.35827628,79.26970186
23.75459298,79.29190747
23.66025001,79.3108751
24.33648333,79.3337423
24.66570586,79.35330381
25.61472356,79.3731582
25.40471032,79.39255874
24.59194511,79.41090939
24.0505673,79.4338662
24.83231947,79.45113269
24.41452816,79.47365405
24.26560968,79.49228156
25.49514174,79.51467926
25.2620317,79.53442206
24.12628382,79.55368639
25.04689619,79.57363341
24.02439713,79.59281059
24.05205742,79.61392925
23.49670976,79.63404685
24.55459908,79.65625469
23.17242324,79.67760918
24.36274663,79.69453173
24.44982529,79.71770809
23.13554287,79.73308222
25.29919147,79.75530387
25.70580691,79.77518223
25.22151917,79.79609881
24.07226712,79.8165859
24.13094044,79.83683336
25.36755055,79.85701454
24.63841811,79.87603138
24.31869507,79.89803459
24.37904477,79.91740964
23.59598875,79.93738548
24.23143014,79.95879053
24.23776314,79.9779985
23.85778353,79.99980455
24.42775294,80.01939717
24.64558929,80.04069014
25.49886703,80.05828642
24.26644787,80.07861881
24.83995631,80.09805919
24.08921719,80.11873138
24.51911569,80.14093572
24.22388643,80.16010964
25.3056176,80.18104115
26.45710483,80.20116049
24.15236086,80.21957361
25.93556419,80.23910639
24.76247028,80.26031014
23.93331379,80.28173368
23.61880615,80.30124518
24.78417009,80.32391347
25.27944744,80.34388193
24.97630194,80.36364528
25.36009997,80.38230017
25.577005,80.4021564
25.65709874,80.42061278
23.75133336,80.44122583
24.95227382,80.46350963
24.83753487,80.48359413
24.06798303,80.50504918
24.4515948,80.52534704
24.41946417,80.54499879
24.28721637,80.56483485
25.69137141,80.58304962
25.54012462,80.60459929
24.91772175,80.6241061
24.51064065,80.64564831
23.97242934,80.66574535
24.32996407,80.68693704
25.57365224,80.70730237
25.27181059,80.72723844
24.63860437,80.74559735
25.27730539,80.76494351
24.7085467,80.7866528
24.60740507,80.8062794
24.17555079,80.82849311
24.26095307,80.85025954
25.35907552,80.86819952
25.32918006,80.88801986
24.85746518,80.90529412
24.28526059,80.92766912
24.42607656,80.94662707
24.47552979,80.96922431
24.68908206,80.9896129
24.18179065,81.00934021
24.0508467,81.02946575
25.37537366,81.04844926
24.9822624,81.07045477
24.91855994,81.08995547
24.78407696,81.10962786
25.21257848,81.13060612
24.89993349,81.15021636
24.88736063,81.17178341
23.90528098,81.19070746
24.52414483,81.21351569
24.95897934,81.22936201
24.37476069,81.2519714
25.46263859,81.27006607
23.5106796,81.29132745
24.67902377,81.31413321
25.58715641,81.33213097
24.39543605,81.35345553
26.4740549,81.37207431
24.51641485,81.3923609
25.28894693,81.41340035
24.81648698,81.43304314
24.9132514,81.4549611
25.08880571,81.47258334
24.56456423,81.49496842
23.82230014,81.51248175
24.45317805,81.53456577
24.26160499,81.55548354
26.46343783,81.57588919
24.5699659,81.59557904
25.34901723,81.61451603
25.08498728,81.63470745
24.99362454,81.65306056
25.47064796,81.67463142
25.76662228,81.69726129
25.14533699,81.7152223
25.57057887,81.73696985
24.90645275,81.75523731
23.51654693,81.77732133
24.02272075,81.79667495
25.12326464,81.81915941
25.26473254,81.8374368
24.14714545,81.85858912
24.99660477,81.8769493
25.41402355,81.89654859
24.89183098,81.91850957
25.66408366,81.9370104
24.23916012,81.95857126
25.02603456,81.97911446
25.22245049,81.99866017
25.64098686,82.01960208
25.43544397,82.03967475
26.24839544,82.06156874
24.07282591,82.07931949
24.84805882,82.10072763
25.82641318,82.12189757
25.3145583,82.14107713
26.40038729,82.16073833
26.25025809,82.17975938
26.00960433,82.19971196
25.26221797,82.22035835
25.67721531,82.24216979
26.16103739,82.26278284
25.79512075,82.28376824
25.33020452,82.30330752
26.27549693,82.32136044
25.39679408,82.34364075
25.68224445,82.36248543
24.78463575,82.38487106
25.85714683,82.40258688
24.6479176,82.42343401
26.1535868,82.44161234
24.82356504,82.4632921
24.37448129,82.48552574
25.52159131,82.50517408
25.07027239,82.5252204
26.70902759,82.54521656
26.44322813,82.5640706
25.89486539,82.58390365
25.37844703,82.60418658
24.24828708,82.62659889
25.51022917,82.64471031
23.89475703,82.66805129
25.91647208,82.68518546
25.77537671,82.7072182
26.34506673,82.72854331
26.2173824,82.74618135
26.25929192,82.76697974
25.86888149,82.78628598
25.29574558,82.80731487
26.89380199,82.8270568
26.47023648,82.84897984
26.26106143,82.87012073
25.7788226,82.88723513
25.09979531,82.90975967
25.98492429,82.9260289
25.7153064,82.94962912
25.30599013,82.96827552
25.53891391,82.98998425
25.73449165,83.01022885
25.67861229,83.0294673
25.84364265,83.04885149
26.11968666,83.06859127
26.41705796,83.09132035
26.20778978,83.10993223
24.97052774,83.13098533
26.25258639,83.15217829
25.346037,83.17119219
25.42333677,83.19372261
28.32831815,83.21172806
25.98632127,83.23269211
26.89473331,83.25001876
27.05659717,83.2701812
25.2764672,83.29083021
25.48918128,83.31226058
26.83745697,83.33431047
25.76336265,83.35437433
26.35670826,83.37526083
26.54511482,83.39407098
25.9350054,83.4124433
26.61831677,83.43328924
24.72652122,83.45338771
25.3405422,83.4751555
25.1759775,83.49464072
25.60093999,83.51520385
26.36788413,83.53292967
25.974866,83.55374021
25.42296425,83.5742792
25.59488639,83.59509165
25.85016191,83.61578407
25.2683647,83.63577642
26.31796524,83.65687151
25.96229315,83.6773363
25.72033554,83.69812635
26.94446594,83.71828245
26.77682787,83.73500308
27.35583112,83.75600078
27.42344514,83.77722906
25.68755299,83.79830383
25.55027604,83.81769214
25.76801926,83.84005063
26.38325095,83.85787972
27.50214189,83.87787008
25.62664449,83.90054226
27.16127783,83.91920668
26.70018002,83.93864452
26.31470561,83.95892118
25.98483115,83.97961353
25.93277022,83.99986893
25.88555217,84.02100109
26.09333023,84.04281483
26.08085051,84.05993376
27.17319876,84.08168988
26.47303045,84.09908336
25.85630864,84.12128413
25.93360841,84.14185662
26.66814253,84.1620101
27.55019814,84.18365684
25.55586398,84.20306476
25.60988069,84.22175196
25.99060535,84.24082341
26.30390227,84.26266073
25.92774108,84.28385552
26.37840807,84.30271083
25.8596614,84.324912
27.36821771,84.34184964
25.81644803,84.36452229
26.47358924,84.38311781
25.72052181,84.40517341
26.33426338,84.42406651
26.22473985,84.44446041
26.92034468,84.46290321
26.41547471,84.48434533
26.55331045,84.50657833
25.43730661,84.52553969
25.95428377,84.54569308
26.80663019,84.56549176
27.09319815,84.58477006
26.2003392,84.60619416
26.3270922,84.62585337
27.80118957,84.64814566
25.87744966,84.66640766
25.33011138,84.68892188
26.73035488,84.70541034
27.25673839,84.72673482
26.53719857,84.74609614
27.19014883,84.76702598
25.63847229,84.78620038
24.82505515,84.80887779
26.59503371,84.82841144
25.95186234,84.85068769
26.49156377,84.87084046
25.28047189,84.89087392
26.8640928,84.90867332
26.6071409,84.92922343
26.45896748,84.94839727
26.96923912,84.96960254
25.76494589,84.98985285
26.20685846,85.01117559
27.63345838,85.03033689
26.92500129,85.04972798
26.00187436,85.06830151
26.53142437,85.09001493
26.38660371,85.11083094
25.2651982,85.13219924
26.19316801,85.15227922
26.04136243,85.17330144
26.77952871,85.19159463
27.08565444,85.21160912
26.64858475,85.23179237
27.10903063,85.25160803
26.20164305,85.27136487
26.38064325,85.29246997
27.5596045,85.31303833
25.99805593,85.33445251
26.5782699,85.35539639
26.35773271,85.37678445
27.29184926,85.39370241
26.23666078,85.41387152
26.74348652,85.43400627
27.16612071,85.45406322
26.88271925,85.47459881
26.45710483,85.49545681
26.71517432,85.51505673
27.13594586,85.53619786
26.57771111,85.55802034
27.40202472,85.57911051
27.11042762,85.59664678
25.63148737,85.61749471
26.33817494,85.63663981
24.85401928,85.65779769
28.16291526,85.67827867
27.16854215,85.6992285
27.53688022,85.71729214
26.74330026,85.73686214
26.9385986,85.75561712
26.51028335,85.7773942
27.33031288,85.79884767
26.96942538,85.82027152
26.76332369,85.84018966
25.89784563,85.86144834
26.08951181,85.87879777
26.92956477,85.89939614
27.51098946,85.91924911
27.47979015,85.93937337
25.93724057,85.95910577
26.58702433,85.98019864
26.51941031,85.99932335
26.78968012,86.02141721
27.56891772,86.04154005
26.99764445,86.06361303
27.11676061,86.0822026
26.9414857,86.10197222
25.84885806,86.12122949
26.92192793,86.14220718
27.05790102,86.16253917
27.47569233,86.18384357
27.37259492,86.20186991
28.21767703,86.22326662
27.18558535,86.24063081
26.99848264,86.26197847
27.40127966,86.28342273
26.62763,86.30507947
26.4682807,86.32522263
26.88439563,86.34574623
27.487427,86.36540195
27.6774168,86.38318278
26.84481442,86.4046503
27.61054784,86.42413132
27.85436809,86.44350891
26.35577694,86.46442176
26.38576552,86.48511411
25.83358437,86.50596854
29.20348197,86.52761139
27.80118957,86.5494168
26.57584846,86.56617553
27.4955295,86.5869621
27.27070823,86.60581114
25.73588863,86.62650698
27.0139426,86.64704375
26.9359909,86.66748242
28.12445164,86.68685637
26.59289166,86.70826856
27.87243575,86.72630553
28.39723602,86.74770605
27.68263221,86.76914142
27.86396071,86.79020897
28.52668986,86.80944631
26.80905163,86.82988506
28.11290324,86.84932901
26.66991204,86.86798065
27.42921934,86.88990084
27.21697092,86.91038237
26.72504634,86.92941508
27.89814025,86.95137051
27.67909318,86.96854603
28.4682028,86.99101263
27.25776285,87.01087464
26.68900415,87.0322739
27.89562568,87.05063669
27.32295543,87.07228518
27.469825,87.09140576
27.39336342,87.1115544
26.35242417,87.13372573
28.45684066,87.15244849
28.24105322,87.17227058
27.49375999,87.19235881
27.86926925,87.21294694
27.05715597,87.23483847
26.82106569,87.25364632
26.90041438,87.27651899
28.85758877,87.2927275
27.01701596,87.31508988
28.09762955,87.33581953
28.52324396,87.35532389
26.88197419,87.37471458
27.48351544,87.39435982
27.07708627,87.41545571
27.70377323,87.43484577
27.55997702,87.45726363
27.70284191,87.47834158
27.91695297,87.49614415
29.49638292,87.51681483
26.95154399,87.53497705
26.28332004,87.55839891
27.46852115,87.57754998
26.13700926,87.59890661
27.86712721,87.61713915
28.77982333,87.63757187
27.9664062,87.65656513
28.43486145,87.67672321
28.69646996,87.69859339
28.50620076,87.71990105
28.9240852,87.73834711
27.68505365,87.76080188
28.43551338,87.77953774
27.94945613,87.7997921
28.62354741,87.81895459
27.36561,87.84132912
29.00501713,87.85857099
26.79582685,87.8803133
27.03573555,87.89858387
28.32924947,87.92032284
28.53320912,87.94222302
27.63653174,87.96216426
28.11010927,87.98141136
27.98745409,88.00026501
27.22973004,88.02104578
29.15458754,88.04062213
27.93343738,88.06242992
27.86554396,88.08413452
27.38013864,88.10213641
26.52239054,88.12359464
28.46950665,88.14073349
30.19189462,88.16191692
28.98490056,88.18165813
28.44082192,88.20291967
27.99490467,88.22379799
27.01506019,88.24398504
29.03714776,88.26358608
28.59886736,88.28392545
27.89143473,88.30571443
28.94019708,88.32557319
27.47122198,88.3433718
28.15192565,88.365432
27.10912377,88.38505756
29.2127952,88.4059035
28.0068256,88.42589418
29.14285287,88.44822346
28.92967314,88.46525491
29.02392298,88.48639954
29.22052518,88.50475837
27.75592729,88.52608975
28.19756046,88.54756163
27.61203796,88.56822454
27.77976915,88.58814362
27.86889672,88.60919172
29.57936376,88.62659473
27.22814679,88.64764887
27.91499719,88.66807198
28.94625068,88.6885316
28.88953313,88.70794595
27.15587616,88.72856217
27.69203857,88.74827219
28.82834524,88.76894271
27.96510234,88.79057921
27.46684477,88.81153246
27.9259868,88.83115064
27.51611173,88.85161979
28.92343327,88.87147609
29.18420359,88.8918769
29.38732505,88.90923355
28.52678299,88.9318677
28.62103283,88.94969369
27.81106159,88.97243596
28.30578014,88.99282891
28.44128758,89.01269664
28.47323194,89.03248388
28.37777138,89.05258791
28.21302041,89.07288394
28.40962261,89.09183363
28.75067294,89.11373136
28.70736644,89.13448141
28.08859572,89.15253251
28.6705792,89.17457358
29.44841981,89.1912842
28.43216062,89.21425856
28.83244306,89.23376688
27.44616941,89.25438636
28.61972898,89.27594524
27.69883722,89.29550968
28.08813006,89.31560482
28.10647711,89.33471786
28.02032977,89.35611973
27.94517204,89.37612121
29.33973446,89.39516909
29.36981618,89.41694251
27.9086642,89.43430535
26.98944882,89.45530972
28.56720239,89.47637314
28.90815958,89.49684435
28.35085616,89.51667009
29.42988649,89.53790322
28.50499004,89.55697022
28.64198759,89.57723054
27.2183679,89.59754181
28.26144919,89.61755051
28.43635157,89.63738594
27.13119611,89.65864486
28.05497497,89.67873317
29.3109566,89.6996538
29.2820856,89.71973036
28.59197557,89.7403496
28.69796008,89.75890163
29.48595211,89.77962009
28.67402509,89.7995287
28.13637257,89.82103551
28.33846956,89.84193343
28.22438255,89.86289526
28.31052989,89.88056925
29.3975696,89.90131342
28.97139639,89.91921276
28.56226638,89.94044334
28.22047099,89.96094495
27.69669518,89.983359
29.17088568,90.00325293
28.44054252,90.02412792
29.93317321,90.04158442
28.15583721,90.06258133
28.59709784,90.08277076
28.36864442,90.10456847
28.64571288,90.12402655
27.59704366,90.14422107
29.200688,90.16455544
30.26239574,90.18435332
29.57573161,90.2057067
29.36273813,90.2254537
29.12580967,90.24281027
28.74713391,90.2646079
28.79360691,90.283795
29.4922851,90.30575567
28.49074081,90.32696585
29.65675667,90.34756009
28.05674449,90.36593805
28.96552905,90.38463867
29.13875505,90.40551389
29.10206094,90.42424006
28.24813128,90.44656315
28.35141495,90.46781604
28.52380276,90.48675573
29.36469391,90.50919399
29.02848646,90.5281286
30.39399162,90.54901351
29.03053537,90.56699587
29.23253924,90.58747176
28.72887999,90.60853558
28.30419689,90.62971616
28.87304872,90.65021801
29.38946709,90.67077328
29.8618339,90.68857363
29.45279703,90.7098212
29.98029813,90.72703276
29.86025065,90.74880142
28.21283415,90.76973379
29.08725291,90.79159746
28.76929939,90.81135994
29.27137539,90.833084
29.93643284,90.85088927
30.0237909,90.86976038
30.18705174,90.89101374
29.74867821,90.91169339
28.85600552,90.93213468
29.19286489,90.95299229
29.32343632,90.97237393
29.61438149,90.99309771
29.98644486,91.01322801
30.12921661,91.03473299
29.62602302,91.052146
28.38205546,91.07338698
28.53563055,91.0937662
29.00483087,91.114852
29.25535664,91.13598924
29.86900508,91.15685383
30.3898938,91.17233924
30.9699215,91.19527081
28.72822806,91.21244641
28.56003121,91.23421983
28.62913534,91.25518729
29.25023437,91.27657265
30.01764417,91.29639213
29.62779254,91.31624819
30.00888973,91.33514121
29.17405218,91.35428854
30.81941977,91.37583725
29.6602957,91.39630838
28.73660997,91.41665482
28.97083759,91.4384411
27.88733691,91.45795689
30.291453,91.47856296
29.89945933,91.49862595
29.87068146,91.5191955
29.553473,91.53603781
28.85842696,91.55723164
29.33256328,91.57827641
29.27156165,91.59877699
29.70239148,91.61939925
29.76777032,91.6404495
30.16125411,91.65892398
30.69071099,91.67979174
29.62676808,91.69698536
28.89130265,91.71808379
30.15669063,91.7390799
30.21853045,91.76066671
29.07281741,91.78130032
30.15762195,91.80192536
29.78481352,91.81964523
29.42867577,91.84085478
30.4450281,91.86063226
30.3234905,91.88252387
29.91529182,91.9000534
28.63770351,91.92122517
30.07147461,91.94174107
29.88902852,91.96342583
29.74933013,91.98330531
30.32833338,92.00410934
31.22445196,92.02176301
30.31939268,92.042232
30.05592152,92.06186542
29.05577421,92.08310949
28.70168537,92.10470139
30.36931157,92.12504465
29.87692133,92.14318353
30.72237596,92.16416012
30.02295271,92.18289724
29.28143367,92.20276537
29.96204421,92.223534
31.19045869,92.24511811
29.27426249,92.26549535
29.3770805,92.28640796
30.03561869,92.30769648
30.10947257,92.3289
30.76307476,92.34552903
30.64582124,92.36550828
30.01689911,92.38551016
29.49507907,92.40636022
30.88796511,92.42738523
29.11118791,92.44844404
29.26839516,92.46787855
30.57289869,92.48960356
29.88446504,92.50696084
32.11805597,92.52791608
29.65955064,92.54871407
29.10653129,92.56899002
29.79189157,92.58884331
29.75510433,92.60977592
29.70080823,92.63034341
31.54203296,92.65028266
30.49140796,92.66986083
30.93611449,92.69188706
30.320324,92.70937405
30.02490848,92.73102381
30.41606396,92.74895552
29.69941124,92.77128179
29.86723557,92.79131946
31.5155834,92.81223786
30.53266555,92.83192994
30.05322069,92.85102854
